0,002	120000000	500
0,003	120000000	550
0,004	120000000	530
0,005	120000000	650
0,006	120000000	760
0,008	120000000	1050
0,01	120000000	1300
0,012	120000000	2000
0,015	120000000	5500
0,019	120000000	7000
0,025	120000000	10000
0,002	30000000	350
0,003	30000000	385
0,004	30000000	371
0,005	30000000	455
0,006	30000000	532
0,008	30000000	735
0,01	30000000	910
0,012	30000000	1400
0,015	30000000	3850
0,019	30000000	4900
0,025	30000000	7000
